ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
-0.4337,-0.037,-0.4092,1023,1023,1023,1023,1023
0.0553,-0.0465,0.0086,1023,1020,767,1023,807
0.0471,-0.033,0.0182,1009,947,847,1023,897
0.0701,-0.0464,0.0127,919,735,1023,1023,1023
-0.5625,-0.8229,1.2752,1023,1023,1023,1023,1023
-0.0385,-0.7985,-0.0529,1023,1023,1023,1023,1023
0.0493,-0.0279,0.0045,992,970,831,1023,896
0.0383,-0.037,0.0044,872,739,1023,1023,1023
-0.6867,-0.8818,1.4766,1023,1023,1023,1023,1023
-0.4481,0.4903,-0.3624,1023,1023,938,1023,952
0.0337,-0.0263,-0.0015,1023,1023,763,1023,860
0.0434,-0.039,0.0123,926,902,960,1023,1004
-0.0535,-1.0353,2.4968,1023,1023,1023,1023,1023
0.1643,-0.6608,0.3444,1023,1023,1023,1023,1023
-2.08,-0.3834,-0.3925,1023,1023,1023,1023,1023
0.0481,-0.0766,0.0907,1023,1023,736,1023,809
0.0181,-0.1032,0.0258,979,984,893,1023,1005
-0.0601,-0.4153,0.6038,1023,1023,1023,1023,1023
0.0329,-0.02,0.0159,1021,1023,745,1023,842
0.0489,-0.0322,0.0123,1015,1022,836,1023,985
0.0593,-0.0556,-0.001,946,939,1023,1023,1023
0.8896,0.6691,-0.1899,1023,1023,1023,1023,1023
-0.5552,-0.9702,0.9496,1023,1023,1023,1023,1023
0.0595,-0.0319,0.0086,1019,1023,797,1023,935
0.0581,-0.0284,-0.0032,988,1011,840,1023,937
0.8292,-0.0138,0.6865,1023,1023,1023,1023,1023
-2.5946,-0.5647,-0.0053,1023,1023,1023,1023,1023
0.0424,-0.0267,-0.0014,1023,1022,804,1023,905
0.083,-0.0839,-0.0397,1006,1023,1023,1023,1023
1.1611,0.3449,0.4717,1023,1023,1023,1023,1023
-0.3608,0.9853,0.2897,1023,1023,890,1023,978
0.0487,-0.041,0.0006,1010,1016,856,1023,990
-0.1421,0.0413,0.3842,1023,1017,1023,1023,1023
0.2428,-0.1312,0.3868,1023,1023,1023,1023,1023
-2.3658,-0.6684,-0.1499,1023,1023,1023,1023,1023
0.0418,-0.0398,0.0005,1023,1023,737,1023,801
0.0547,-0.0596,0.0028,1002,1023,1023,1023,1023
-0.9082,-1.2053,1.2301,1023,1023,1023,1023,1023
-0.278,0.437,-0.7854,1023,1023,969,1023,970
0.0385,-0.0089,0.0277,1023,1023,789,1023,873
-0.5724,-0.602,2.6729,1023,1023,1023,1023,1023
-2.2647,-0.4496,-0.821,1023,1023,1023,1023,1023
0.044,-0.0721,0.0886,1023,1023,734,1023,808
0.0482,-0.0497,0.0027,1003,1018,873,1023,981
1.8861,0.5019,2.2698,1023,1023,1023,1023,1023
-1.0811,-1.3959,1.2691,1023,1023,1023,1023,1023
0.1339,0.2822,-0.2159,1023,1023,905,1023,1016
0.0538,-0.0474,-0.013,1019,1010,819,1023,968
-0.5412,-0.5877,2.7378,1023,1023,1023,1023,1023
0.1421,-0.4197,0.4702,1023,1023,1023,1023,1023
-1.841,0.0444,-0.0894,1023,1023,1023,1023,1023
0.0088,-0.0377,0.1543,1023,1023,732,1023,756
0.0413,-0.0292,0.0064,979,1010,886,1023,970
1.6794,0.3655,3.021,1023,1023,1023,1023,1023
0.3299,0.1085,0.0651,1023,1023,1022,1023,1023
0.0473,-0.0523,0.0007,988,1017,928,1023,1015
0.4894,0.0913,-0.1239,1023,1023,1023,1023,1023
-1.2199,-1.1322,1.0961,1023,1023,1023,1023,1023
-0.1506,-0.4264,1.3213,1023,1023,826,1023,875
0.0289,-0.0303,0.012,1022,1023,794,1023,899
0.0506,-0.0551,0.0027,985,1011,961,1023,1023
-0.0318,0.084,0.458,1023,1006,1023,1023,1023
0.2306,-0.0597,0.3942,1023,1023,1023,1023,1023
0.0122,-0.0505,0.0079,1023,1023,759,1023,767
0.0606,-0.0101,0.0163,907,950,1023,1023,1023
-0.1289,-0.3053,0.5535,1023,1023,1023,1023,1023
-0.266,-0.0183,0.2867,1023,1023,1023,1023,1023
0.0481,-0.0497,0.0085,1023,1023,743,1023,803
0.0489,-0.0559,-0.0012,970,1005,901,1023,1002
0.0236,-0.0476,0.0159,896,924,1023,1023,1023
0.7352,0.3292,0.3089,1023,1023,1023,1023,1023
-1.0182,-1.3866,1.3599,1023,1023,1023,1023,1023
-0.183,0.7937,-1.6797,1023,1023,951,1023,976
0.0566,-0.0501,0.0203,1022,1023,798,1023,905
0.2432,0.1977,0.4131,942,859,1023,1023,1023
-0.5844,-0.7964,0.634,1023,1023,1023,1023,1023
-0.7933,-0.0111,2.984,1023,1023,848,1023,866
0.0389,-0.0432,0.0025,1021,1022,792,1023,847
0.1096,0.0088,0.1772,980,898,1023,1023,1023
-1.6336,-1.0684,0.4625,1023,1023,1023,1023,1023
0.0125,-0.0362,0.1446,1023,1023,805,1023,798
0.0215,-0.0038,0.0079,1016,1023,784,1023,872
0.0197,-0.0238,0.0099,931,989,957,1023,1023
0.3201,0.2134,0.5217,1023,1023,1023,1023,1023
0.0337,-0.0471,0.0453,1023,1023,737,1023,769
0.0425,-0.0267,-0.0034,841,840,1023,1023,1023
-0.8875,-0.9927,1.3176,1023,1023,1023,1023,1023
0.0325,-0.0184,-0.0095,1023,1023,744,1023,821
0.0214,-0.023,0.01,1006,1018,847,1023,962
0.0274,0.0073,0.004,924,827,1023,1023,1023
-0.8832,-1.1405,1.0759,1023,1023,1023,1023,1023
-0.5974,0.5438,-0.2086,1023,1023,875,1023,902
0.0545,-0.0343,-0.013,1015,1023,812,1023,906
0.0559,-0.0186,0.0027,920,967,977,1023,1015
-0.1807,-0.0736,0.1886,1014,972,1023,1023,1023
0.2595,-0.0351,0.2949,1023,1023,1023,1023,1023
-1.8591,-0.9508,-0.0689,1023,1023,1023,1023,1023
0.0257,0.0418,0.1152,1023,1023,768,1023,781
0.0159,-0.0148,0.0039,1022,1023,795,1023,862
0.04,-0.0213,0.0043,924,965,965,1023,1010
-0.6118,-0.6262,1.9867,1023,1023,1023,1023,1023
-0.1037,-0.2794,0.5343,1023,1023,1023,1023,1023
-2.9432,-0.7013,-1.1413,1023,1023,1023,1023,1023
0.035,-0.0342,-0.0015,998,1013,831,1023,864
1.8074,0.6943,2.7758,1023,1023,1023,1023,1023
0.2073,-0.4522,0.3385,1023,1023,1023,1023,1023
0.027,-0.0624,0.0922,1023,1023,745,1023,752
0.0427,-0.0564,-0.0013,952,996,870,1023,924
0.0563,-0.0099,0.0027,825,854,1023,1023,1023
1.4389,0.6077,3.0165,1023,1023,1023,1023,1023
-0.7906,-0.8637,1.0218,1023,1023,1023,1023,1023
-0.9548,-0.2171,-0.0475,1023,1023,1023,1023,1023
0.0466,-0.0269,0.0084,1013,1023,770,1023,828
0.0337,-0.0218,0.0198,951,1006,881,1023,964
-0.0599,0.0702,0.3052,1021,1023,1023,1023,1023
0.3373,-0.402,0.2954,1023,1023,1023,1023,1023
-1.1291,-0.5285,-0.0824,1023,1023,1023,1023,1023
0.0055,0.0442,-0.0374,1023,1023,1023,1023,1023
-0.0904,0.0181,-0.1443,1023,1023,1023,1023,1023
-0.0111,-0.4069,-0.2667,1023,1023,1023,1023,1023
-0.0131,-0.0514,0.1677,1023,1023,1014,1023,1003
0.0317,-0.0271,0.0081,1023,1005,955,1023,926
0.0449,-0.0425,0.0123,1020,990,808,1023,829
0.0287,-0.0496,0.018,1023,1023,993,1023,1012
0.5776,0.0252,0.0633,1023,1023,1023,1023,1023
-0.7658,-0.3524,-0.3215,1023,1023,1023,1023,1023
-0.4434,-0.3033,2.9904,1023,1023,852,1023,911
0.0506,-0.0358,0.0046,998,1023,856,1023,1016
0.0459,-0.04,0.0162,916,940,1023,1023,1023
1.6775,1.751,3.0164,1023,1023,1023,1023,1023
0.7988,-0.7471,-0.0674,1023,1023,1023,1023,1023
0.0559,-0.0527,0.0067,976,1023,846,1023,949
0.8358,0.5176,0.013,1023,1023,1023,1023,1023
-0.5084,-0.7388,0.7171,1023,1023,1023,1023,1023
0.77,-1.2916,-0.1462,1023,1023,1023,1023,1023
0.0367,-0.0422,-0.0171,1023,1023,725,1023,809
0.0442,-0.06,0.0006,1023,1023,798,1023,972
0.0317,-0.0655,0.0005,972,1014,1023,1023,1023
1.1918,1.0928,1.8058,1023,1023,1023,1023,1023
-2.4051,-0.9233,-1.0853,1023,1023,1023,1023,1023
0.0427,-0.0416,-0.0073,1014,1021,821,1023,925
0.2996,0.0397,0.266,1023,1023,1023,1023,1023
-2.8572,-0.7076,-1.9076,1023,1023,1023,1023,1023
0.0589,-0.045,0.0028,946,1003,932,1023,986
0.0411,-0.0291,0.022,853,904,1023,1023,1023
1.2406,0.734,3.013,1023,1023,1023,1023,1023
-0.4192,-0.7669,1.0135,1023,1023,1023,1023,1023
0.0202,-0.3901,1.0953,1023,1023,1023,1023,1023
0.0554,-0.0422,0.0144,964,1002,823,1023,918
0.0683,-0.0323,0.0068,859,925,1005,1023,1023
0.3949,-0.1392,-0.4742,1023,1023,1023,1023,1023
-0.5736,-0.375,0.0683,1023,1023,1023,1023,1023
-0.0936,-0.0699,-0.0581,1023,1023,1023,1023,1023
0.1507,0.161,-0.0551,1023,1023,1023,1023,1023
0.2127,0.144,0.0046,1023,1023,1023,1023,1023
0.232,0.1544,-0.0226,1023,1023,1023,1023,1023
0.2462,0.1309,0.0031,1023,1023,1023,1023,1023
0.2518,0.1866,-0.0009,1023,1023,1023,1023,1023
0.2594,0.0681,-0.0356,1023,1023,1023,1023,1023
0.1182,-0.0725,-0.0177,1023,1023,1023,1023,1023
0.04,-0.0213,0.0024,1023,1019,1023,1023,1008
0.0495,-0.0384,0.0182,961,956,856,1023,865
0.0396,-0.0493,-0.0014,1023,1023,773,1023,875
0.048,-0.0348,0.0104,995,889,820,1023,829
0.0391,-0.0387,0.0064,993,984,811,1023,887
0.0443,-0.0408,0.0045,977,924,827,1023,875
0.0431,-0.0477,-0.0013,1003,959,796,1023,863
0.0383,-0.037,0.0044,1023,1014,765,1023,823
0.0432,-0.0477,-0.0033,1023,1023,745,1023,786
-0.0187,0.0799,0.1105,1023,1023,1023,1023,1023
0.7477,-0.3364,0.1629,1023,1023,1023,1023,1023
-1.0952,-0.209,-0.329,1023,1023,1023,1023,1023
0.0733,-0.0696,-0.0985,1023,1023,870,1023,868
0.0391,-0.0432,-0.0093,958,1017,926,1023,999
0.53,0.2215,-0.401,1023,1023,1023,1023,1023
-0.827,-0.9949,1.0217,1023,1023,1023,1023,1023
-0.3409,0.6106,-0.5037,1023,1023,963,1023,975
0.0478,-0.02,0.0104,1023,1023,754,1023,854
0.0544,-0.0343,-0.0091,1013,1023,843,1023,1011
1.0781,1.552,3.0077,1023,1023,1023,1023,1023
-0.0288,-0.2411,0.2325,1023,1023,1023,1023,1023
0.0323,-0.0287,0.0237,1023,1023,736,1023,842
0.0432,-0.0477,-0.0092,992,1023,899,1023,1013
0.3673,0.2903,0.3815,1023,1023,1023,1023,1023
-1.2319,-1.0986,1.3517,1023,1023,1023,1023,1023
-1.3281,0.4838,2.9741,1023,1023,812,1023,833
0.0292,-0.026,0.0062,984,1017,847,1023,899
0.0122,-0.0549,-0.0018,873,988,1022,1023,1023
0.2522,-0.0909,0.5802,1023,1023,1023,1023,1023
-2.3104,-0.6394,0.3139,1023,1023,1023,1023,1023
0.0374,-0.0263,0.0434,995,1023,825,1023,916
0.0667,-0.0376,-0.0225,875,995,1023,1023,1023
-0.128,-0.4161,1.3684,1023,1017,1023,1023,1023
0.2275,-0.0893,0.3278,1023,1023,1023,1023,1023
-2.3118,-0.8059,0.1503,1023,1023,1023,1023,1023
0.0451,-0.126,0.1845,986,1023,826,1023,934
0.0686,-0.0043,0.0203,899,1022,1004,1023,1023
0.0642,-0.0337,1.1006,1023,1023,1023,1023,1023
-2.4263,-0.3503,0.6021,1023,1023,1023,1023,1023
0.0346,-0.0478,0.1509,1023,1023,727,1023,804
0.0351,-0.0984,0.1822,1023,1023,802,1023,967
0.0313,-0.0358,0.0102,900,1012,1022,1023,1023
-0.1737,-0.0937,1.689,1023,1023,1023,1023,1023
-0.1954,-0.473,0.346,1023,1023,1023,1023,1023
0.0151,-0.0086,0.0137,1023,1023,727,1023,757
0.035,-0.0149,0.012,991,1023,826,1023,939
2.5267,2.1341,3.0282,1023,1023,1023,1023,1023
-0.6621,-0.715,1.5019,1023,1023,1023,1023,1023
-0.4877,0.8111,-0.8778,1023,1023,973,1023,953
0.0434,-0.039,0.0123,977,1010,822,1023,869
0.0746,-0.0466,0.0011,858,967,993,1023,1005
0.2426,-0.0151,0.2673,1023,1023,1023,1023,1023
-0.0297,0.0391,0.3527,1023,1023,764,1023,804
0.0314,-0.0209,-0.0075,828,910,1023,1023,1023
-0.43,-0.2841,0.5195,1023,1023,1023,1023,1023
-2.6665,-0.6441,-1.3677,1023,1023,1023,1023,1023
0.0292,-0.0111,0.0041,1021,1023,738,1023,750
0.0518,-0.0229,-0.0267,992,1023,807,1023,912
0.0521,-0.0394,0.0085,829,918,1023,1023,1023
2.3147,0.9202,2.2672,1023,1023,1023,1023,1023
0.2921,-0.0778,-0.6968,1023,1023,1016,1023,1023
0.0469,-0.0225,0.0083,1023,1023,765,1023,919
0.0558,-0.0334,0.0183,1002,1023,900,1023,1023
0.0596,0.0094,0.0846,886,959,1023,1023,1023
0.6692,0.2591,-0.4009,1023,1023,1023,1023,1023
-1.1741,-1.0992,0.8974,1023,1023,1023,1023,1023
0.0179,-0.0438,0.0002,1023,1023,767,1023,939
0.0464,-0.0505,0.0065,1023,1023,862,1023,1023
-0.1058,0.0309,0.1015,996,1023,1023,1023,1023
0.7986,-0.0462,0.0787,1023,1023,1023,1023,1023
-1.3761,-1.272,0.7914,1023,1023,1023,1023,1023
0.0347,-0.0429,-0.0055,1023,1023,782,1023,924
0.0378,-0.0649,0.0083,1023,1023,904,1023,1023
0.3444,0.2888,0.387,1023,1023,1023,1023,1023
0.5609,-0.3032,0.5798,1023,1023,1023,1023,1023
-2.494,0.3132,0.1906,1023,1023,1023,1023,1023
0.0347,-0.0342,0.0199,1023,1023,733,1023,787
0.0421,-0.031,0.0122,1023,1023,795,1023,962
0.0488,-0.0603,-0.0149,1016,1023,1015,1023,1023
0.3626,-0.0132,1.994,1023,1023,1023,1023,1023
0.0047,-1.0532,0.728,1023,1023,1023,1023,1023
0.0342,-0.0324,0.0004,1023,1023,714,1023,789
0.038,-0.0457,0.0005,1023,1023,846,1023,974
0.0401,-0.0555,-0.0033,946,1023,1023,1023,1023
1.6241,1.1201,1.1561,1023,1023,1023,1023,1023
-0.6132,-0.6198,1.4222,1023,1023,1023,1023,1023
-0.4084,-0.4539,2.6184,1023,1023,841,1023,862
0.0448,-0.0276,0.0103,1023,1023,799,1023,914
0.0722,-0.0264,0.003,1013,1023,951,1023,1018
-0.0288,-0.0438,0.1362,1008,1021,1023,1023,1023
0.5715,0.1056,0.2603,1023,1023,1023,1023,1023
-1.9858,-0.7179,0.6219,1023,1023,1023,1023,1023
0.0517,-0.0481,0.0105,1014,1023,833,1023,936
0.0471,-0.0374,0.0006,965,1023,1014,1023,1023
-0.4071,-0.5403,2.0307,1023,1023,1023,1023,1023
-2.9887,-0.8736,-1.0222,1023,1023,1023,1023,1023
0.0012,0.0131,0.0192,1023,1023,723,1023,795
0.0322,-0.0331,0.0141,1023,1023,865,1023,1017
1.392,0.2445,2.6614,1023,1023,1023,1023,1023
-0.2033,-0.7032,1.1182,1023,1023,1023,1023,1023
-1.6392,-0.9857,-0.8134,1023,1023,1023,1023,1023
0.033,-0.0838,0.0298,1023,1023,789,1023,948
1.0301,0.9808,3.0089,1023,1023,1023,1023,1023
-0.6049,-1.1511,1.0295,1023,1023,1023,1023,1023
-1.4044,-0.6951,-0.1877,1023,1023,1023,1023,1023
0.0283,-0.039,0.0218,1023,1023,764,1023,818
0.05,0.0808,-0.2517,1023,1023,771,1023,910
0.0379,-0.0501,-0.0112,1023,1023,881,1023,1023
0.0719,-0.077,0.0773,1023,1023,1023,1023,1023
0.6685,-0.0442,0.0122,1023,1023,1023,1023,1023
-1.1544,-1.7222,-0.1862,1023,1023,1023,1023,1023
0.0313,-0.0209,0.0003,1023,1023,1008,1023,978
0.032,-0.0331,0.0277,1023,1006,926,1023,921
0.0219,-0.0143,0.004,1023,1023,1023,1023,1017
0.021,-0.0169,0.0021,1023,1023,1023,1023,1018
0.0174,-0.0184,0.0079,1023,1023,1023,1023,1013
